股票代號,股票名稱,股數,持股權重
2059,川湖,293000,5.984
2303,聯電,7000000,2.3657
2327,國巨*,1927000,3.2665
2330,台積電,1406000,8.7241
2337,旺宏,1343000,0.4397
2345,智邦,1080000,6.3306
2383,台光電,563000,7.0685
2454,聯發科,406000,4.0199
2455,全新,2753000,2.4205
3008,大立光,420000,4.3471
3017,奇鋐,1002000,6.2967
3026,禾伸堂,909000,1.536
3037,欣興,2097000,4.6454
3189,景碩,440013,0.826
3231,緯創,3496000,1.6523
3260,威剛,358000,0.362
3264,欣銓,72000,0.0398
3363,上詮,300000,0.461
3443,創意,211000,2.2674
3491,昇達科,1000,0.0031
3583,辛耘,147000,0.2775
3661,世芯-KY,215000,1.9329
3665,貿聯-KY,955000,5.56
3711,日月光投控,1629000,2.6366
5289,宜鼎,98000,0.3544
6139,亞翔,250000,0.5544
6187,萬潤,1220000,3.0344
6223,旺矽,326000,4.9106
6488,環球晶,394000,1.0715
6515,穎崴,42000,0.698
6584,南俊國際,2231000,3.1574
6669,緯穎,77000,1.1649
6805,富世達,109000,0.4058
7734,印能科技,56000,0.5116
7751,竑騰,310000,0.9372
8021,尖點,2501000,2.4433
8299,群聯,445000,2.1443
8996,高力,1630000,4.3253
