股票代號,股票名稱,股數,持股權重
1210,大成,554000,0.13
2059,川湖,114000,1.81
2308,台達電,1095000,4.18
2317,鴻海,987000,0.94
2330,台積電,1688000,9.42
2345,智邦,1229000,6.1
2354,鴻準,2806000,0.92
2357,華碩,912000,2.78
2368,金像電,1650000,3.68
2383,台光電,926000,5.3
2439,美律,1000,0.0
2449,京元電子,5977000,4.7
2454,聯發科,471000,3.2
2618,長榮航,430000,0.08
2884,玉山金,10133010,1.56
2886,兆豐金,818000,0.15
3008,大立光,2000,0.02
3017,奇鋐,869000,3.88
3045,台灣大,43000,0.02
3131,弘塑,206000,1.36
3211,順達,359000,0.65
3217,優群,1000,0.0
3231,緯創,2391000,1.31
3264,欣銓,1686000,0.67
3376,新日興,800000,0.84
3406,玉晶光,253000,0.5
3515,華擎,332000,0.48
3529,力旺,91000,0.96
3533,嘉澤,238000,1.69
3583,辛耘,888000,1.54
3653,健策,388000,4.43
3661,世芯-KY,251000,4.51
3665,貿聯-KY,1249848,6.46
3711,日月光投控,852000,0.66
4770,上品,484000,0.7
4958,臻鼎-KY,3389000,2.6
4966,譜瑞-KY,308000,1.11
5347,世界,663000,0.27
6139,亞翔,1000,0.0
6223,旺矽,527000,3.65
6274,台燿,1911000,2.84
6278,台表科,1000,0.0
6472,保瑞,304000,1.02
6515,穎崴,1000,0.01
6669,緯穎,282000,4.25
6757,台灣虎航,1000,0.0
6805,富世達,414000,1.97
8046,南電,1832000,1.54
8210,勤誠,822000,2.38
8996,高力,1000,0.0
