股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,293000,4.9272,7655.0
2303,聯電,7000000,2.631,169.0
2327,國巨*,1566000,4.079,1140.0
2330,台積電,1406000,7.7422,2505.0
2337,旺宏,1343000,0.4771,143.5
2345,智邦,977000,5.5696,2660.0
2368,金像電,325000,0.8911,1220.0
2383,台光電,563000,6.9336,5535.0
2454,聯發科,406000,3.9379,4335.0
2455,全新,2753000,2.1827,358.5
3008,大立光,420000,4.1168,4330.0
3017,奇鋐,1009000,5.8212,2620.0
3037,欣興,2097000,5.1267,1040.0
3189,景碩,440013,0.8957,888.0
3260,威剛,358000,0.3345,398.5
3264,欣銓,72000,0.0365,232.0
3363,上詮,300000,0.3961,537.0
3443,創意,311000,3.4428,5045.0
3491,昇達科,1000,0.003,1260.0
3583,辛耘,566000,1.169,905.0
3661,世芯-KY,215000,2.0534,4450.0
3665,貿聯-KY,955000,4.1786,2010.0
3711,日月光投控,1629000,2.531,703.0
5289,宜鼎,98000,0.3616,1575.0
6139,亞翔,250000,0.5272,912.0
6182,合晶,4500000,1.2646,135.0
6187,萬潤,1220000,2.7819,1065.0
6223,旺矽,326000,4.5362,6695.0
6515,穎崴,145000,2.6786,8890.0
6584,南俊國際,2231000,3.7416,698.0
6805,富世達,109000,0.4184,1700.0
7734,印能科技,56000,0.3883,3085.0
7751,竑騰,372000,1.1644,1450.0
8021,尖點,1501000,1.9685,561.0
8299,群聯,445000,2.4249,2270.0
8996,高力,1630000,5.7727,1555.0
