股票代號,股票名稱,股數,持股權重,收盤價
2059,川湖,293000,6.0403,7735.0
2303,聯電,7000000,2.4374,128.0
2327,國巨*,2066000,3.6151,642.0
2330,台積電,1406000,8.5012,2350.0
2337,旺宏,1343000,0.4372,124.0
2345,智邦,1080000,6.3128,2220.0
2383,台光電,563000,7.2116,4755.0
2454,聯發科,406000,3.9552,3750.0
2455,全新,2753000,2.3878,333.0
3008,大立光,420000,4.3715,3920.0
3017,奇鋐,1002000,6.1466,2380.0
3026,禾伸堂,909000,1.5928,640.0
3037,欣興,2097000,4.7237,839.0
3189,景碩,440013,0.8683,711.0
3260,威剛,358000,0.3406,383.0
3264,欣銓,72000,0.0394,209.5
3363,上詮,300000,0.4442,582.0
3443,創意,211000,2.3234,4070.0
3491,昇達科,1000,0.0032,1190.0
3583,辛耘,147000,0.2805,715.0
3661,世芯-KY,215000,1.8972,3405.0
3665,貿聯-KY,955000,5.4861,2205.0
3711,日月光投控,1629000,2.6579,613.0
5289,宜鼎,98000,0.3375,1370.0
6139,亞翔,250000,0.5392,840.0
6187,萬潤,1220000,3.1438,942.0
6223,旺矽,326000,5.1224,5705.0
6488,環球晶,394000,1.1094,1030.0
6515,穎崴,42000,0.6979,6295.0
6584,南俊國際,2231000,3.1241,536.0
6805,富世達,109000,0.3987,1410.0
7734,印能科技,56000,0.4631,3460.0
7751,竑騰,318000,0.9473,1145.0
8021,尖點,1501000,1.5339,370.0
8299,群聯,445000,2.148,1825.0
8996,高力,1630000,4.4053,1005.0
