股票代號,股票名稱,股數,持股權重,收盤價
1519,華城,204000,1.4896,991.0
2059,川湖,134000,3.2081,3075.0
2308,台達電,504000,4.7217,1210.0
2317,鴻海,325000,0.5425,219.0
2327,國巨*,595000,1.2226,267.0
2330,台積電,556000,7.7168,1785.0
2344,華邦電,1079000,0.8777,108.5
2345,智邦,488000,4.4589,1185.0
2360,致茂,313000,2.5099,1030.0
2368,金像電,60000,0.3492,797.0
2383,台光電,224000,3.2039,2040.0
2408,南亞科,968000,2.0712,295.0
2449,京元電子,932000,2.1091,297.0
2451,創見,463000,0.8246,228.5
2454,聯發科,85000,1.1764,1800.0
2486,一詮,1150000,1.1438,129.5
3017,奇鋐,331000,4.1729,1675.0
3037,欣興,858000,2.547,388.0
3131,弘塑,141000,1.797,1615.0
3163,波若威,612000,2.1589,490.0
3189,景碩,213000,0.404,270.5
3231,緯創,827000,0.8194,129.0
3260,威剛,819000,1.9734,333.0
3324,雙鴻,91000,0.7051,1015.0
3443,創意,23000,0.4797,2530.0
3529,力旺,71000,0.9252,1715.0
3653,健策,14000,0.3389,3110.0
3661,世芯-KY,64000,1.6383,3385.0
3665,貿聯-KY,387000,4.2074,1340.0
4749,新應材,240000,1.5581,854.0
5274,信驊,26000,1.9626,9640.0
5289,宜鼎,157000,0.9527,778.0
5347,世界,2101000,2.1951,122.0
5439,高技,126000,0.2914,311.0
5536,聖暉*,7000,0.0364,638.0
6223,旺矽,175000,3.8389,2750.0
6274,台燿,238000,0.9267,537.0
6415,矽力*-KY,840000,1.9171,287.5
6442,光聖,124000,1.7497,1860.0
6515,穎崴,101000,3.4772,4555.0
6531,愛普*,245000,0.8123,426.5
6584,南俊國際,136000,0.324,339.5
6669,緯穎,50000,1.4361,3680.0
6781,AES-KY,191000,1.7083,1125.0
6805,富世達,55000,0.6509,1525.0
7769,鴻勁,92000,2.7346,3805.0
8021,尖點,509920,0.7981,213.0
8046,南電,160000,0.4866,410.0
8210,勤誠,165000,1.215,988.0
8299,群聯,327000,5.0175,2055.0
8358,金居,713000,1.3606,260.0
8996,高力,412000,2.5954,848.0
